global_test_id,block,context_status,source_context_preference,subcondition_no,subcondition_label,item_no,pair_id,block_pair_id,test_unit_no,construction_candidate,preference_in_source_context,prompt_for_surprisal,target_continuation,full_test_sentence,source_prompt_with_context,local_prefix_no_context,notes
T0211,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,6,SVO-HG-006,SVO-CTX-HG-006,1,BA,non-preferred,我平时不爱喝饮料，只,把白开水喝了,我平时不爱喝饮料，只把白开水喝了。,我平时不爱喝饮料，只,我只,
T0212,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,6,SVO-HG-006,SVO-CTX-HG-006,2,SVO,preferred,我平时不爱喝饮料，只,喝白开水,我平时不爱喝饮料，只喝白开水。,我平时不爱喝饮料，只,我只,
T0213,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,7,SVO-HG-007,SVO-CTX-HG-007,1,BA,non-preferred,为了准备下个月的考试，他每天在图书馆,把单词背了,为了准备下个月的考试，他每天在图书馆把单词背了。,为了准备下个月的考试，他每天在图书馆,他每天在图书馆,
T0214,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,7,SVO-HG-007,SVO-CTX-HG-007,2,SVO,preferred,为了准备下个月的考试，他每天在图书馆,背单词,为了准备下个月的考试，他每天在图书馆背单词。,为了准备下个月的考试，他每天在图书馆,他每天在图书馆,
T0215,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,8,SVO-HG-008,SVO-CTX-HG-008,1,BA,non-preferred,每天晚上睡觉以前，我都去卫生间,把牙刷了,每天晚上睡觉以前，我都去卫生间把牙刷了。,每天晚上睡觉以前，我都去卫生间,我每天晚上睡觉以前都去卫生间,
T0216,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,8,SVO-HG-008,SVO-CTX-HG-008,2,SVO,preferred,每天晚上睡觉以前，我都去卫生间,刷牙,每天晚上睡觉以前，我都去卫生间刷牙。,每天晚上睡觉以前，我都去卫生间,我每天晚上睡觉以前都去卫生间,
T0217,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,9,SVO-HG-009,SVO-CTX-HG-009,1,BA,non-preferred,每个周末去公园的时候，奶奶总在湖边,把歌听了,每个周末去公园的时候，奶奶总在湖边把歌听了。,每个周末去公园的时候，奶奶总在湖边,奶奶每个周末去公园的时候总在湖边,
T0218,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,9,SVO-HG-009,SVO-CTX-HG-009,2,SVO,preferred,每个周末去公园的时候，奶奶总在湖边,听歌,每个周末去公园的时候，奶奶总在湖边听歌。,每个周末去公园的时候，奶奶总在湖边,奶奶每个周末去公园的时候总在湖边,
T0219,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,10,SVO-HG-010,SVO-CTX-HG-010,1,BA,non-preferred,弟弟不开心的时候，喜欢在房间里,把吉他弹了,弟弟不开心的时候，喜欢在房间里把吉他弹了。,弟弟不开心的时候，喜欢在房间里,弟弟喜欢在房间里,
T0220,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,10,SVO-HG-010,SVO-CTX-HG-010,2,SVO,preferred,弟弟不开心的时候，喜欢在房间里,弹吉他,弟弟不开心的时候，喜欢在房间里弹吉他。,弟弟不开心的时候，喜欢在房间里,弟弟喜欢在房间里,
T0221,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,11,SVO-HG-011,SVO-CTX-HG-011,1,BA,non-preferred,每天早上吃早饭的时候，弟弟都会,把牛奶喝了,每天早上吃早饭的时候，弟弟都会把牛奶喝了。,每天早上吃早饭的时候，弟弟都会,弟弟每天早上吃早饭的时候都会,
T0222,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,11,SVO-HG-011,SVO-CTX-HG-011,2,SVO,preferred,每天早上吃早饭的时候，弟弟都会,喝牛奶,每天早上吃早饭的时候，弟弟都会喝牛奶。,每天早上吃早饭的时候，弟弟都会,弟弟每天早上吃早饭的时候都会,
T0223,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,12,SVO-HG-012,SVO-CTX-HG-012,1,BA,non-preferred,每天早上六点起床后，爷爷常常坐在院子里,把广播听了,每天早上六点起床后，爷爷常常坐在院子里把广播听了。,每天早上六点起床后，爷爷常常坐在院子里,爷爷每天早上六点起床后常常坐在院子里,
T0224,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,12,SVO-HG-012,SVO-CTX-HG-012,2,SVO,preferred,每天早上六点起床后，爷爷常常坐在院子里,听广播,每天早上六点起床后，爷爷常常坐在院子里听广播。,每天早上六点起床后，爷爷常常坐在院子里,爷爷每天早上六点起床后常常坐在院子里,
T0225,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,13,SVO-HG-013,SVO-CTX-HG-013,1,BA,non-preferred,每天下班回家后，爸爸总是习惯坐在沙发上打开手机,把新闻看了,每天下班回家后，爸爸总是习惯坐在沙发上打开手机把新闻看了。,每天下班回家后，爸爸总是习惯坐在沙发上打开手机,爸爸每天下班回家后总是习惯坐在沙发上打开手机,
T0226,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,13,SVO-HG-013,SVO-CTX-HG-013,2,SVO,preferred,每天下班回家后，爸爸总是习惯坐在沙发上打开手机,看新闻,每天下班回家后，爸爸总是习惯坐在沙发上打开手机看新闻。,每天下班回家后，爸爸总是习惯坐在沙发上打开手机,爸爸每天下班回家后总是习惯坐在沙发上打开手机,
T0227,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,14,SVO-HG-014,SVO-CTX-HG-014,1,BA,non-preferred,每天晚上睡觉前，妹妹都会坐在书桌前安静地,把日记写了,每天晚上睡觉前，妹妹都会坐在书桌前安静地把日记写了。,每天晚上睡觉前，妹妹都会坐在书桌前安静地,妹妹每天晚上睡觉前都会坐在书桌前安静地,
T0228,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,14,SVO-HG-014,SVO-CTX-HG-014,2,SVO,preferred,每天晚上睡觉前，妹妹都会坐在书桌前安静地,写日记,每天晚上睡觉前，妹妹都会坐在书桌前安静地写日记。,每天晚上睡觉前，妹妹都会坐在书桌前安静地,妹妹每天晚上睡觉前都会坐在书桌前安静地,
T0229,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,15,SVO-HG-015,SVO-CTX-HG-015,1,BA,non-preferred,每个周末下午五点，邻居家的女儿都会在自己的房间里,把钢琴弹了,每个周末下午五点，邻居家的女儿都会在自己的房间里把钢琴弹了。,每个周末下午五点，邻居家的女儿都会在自己的房间里,邻居家的女儿每个周末下午五点都会在自己的房间里,
T0230,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,15,SVO-HG-015,SVO-CTX-HG-015,2,SVO,preferred,每个周末下午五点，邻居家的女儿都会在自己的房间里,弹钢琴,每个周末下午五点，邻居家的女儿都会在自己的房间里弹钢琴。,每个周末下午五点，邻居家的女儿都会在自己的房间里,邻居家的女儿每个周末下午五点都会在自己的房间里,
T0231,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,16,SVO-HG-016,SVO-CTX-HG-016,1,BA,non-preferred,每次去超市，她习惯推着车子,把零食买了,每次去超市，她习惯推着车子把零食买了。,每次去超市，她习惯推着车子,她每次去超市都习惯推着车子,
T0232,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,16,SVO-HG-016,SVO-CTX-HG-016,2,SVO,preferred,每次去超市，她习惯推着车子,买零食,每次去超市，她习惯推着车子买零食。,每次去超市，她习惯推着车子,她每次去超市都习惯推着车子,
T0233,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,17,SVO-HG-017,SVO-CTX-HG-017,1,BA,non-preferred,妈妈非常喜欢植物，每次去超市的时候，她都会顺便,把鲜花买了,妈妈非常喜欢植物，每次去超市的时候，她都会顺便把鲜花买了。,妈妈非常喜欢植物，每次去超市的时候，她都会顺便,妈妈每次去超市的时候都会顺便,
T0234,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,17,SVO-HG-017,SVO-CTX-HG-017,2,SVO,preferred,妈妈非常喜欢植物，每次去超市的时候，她都会顺便,买鲜花,妈妈非常喜欢植物，每次去超市的时候，她都会顺便买鲜花。,妈妈非常喜欢植物，每次去超市的时候，她都会顺便,妈妈每次去超市的时候都会顺便,
T0235,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,18,SVO-HG-018,SVO-CTX-HG-018,1,BA,non-preferred,王老师平时不爱喝咖啡，他每天在办公室只,把绿茶喝了,王老师平时不爱喝咖啡，他每天在办公室只把绿茶喝了。,王老师平时不爱喝咖啡，他每天在办公室只,王老师每天在办公室只,
T0236,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,18,SVO-HG-018,SVO-CTX-HG-018,2,SVO,preferred,王老师平时不爱喝咖啡，他每天在办公室只,喝绿茶,王老师平时不爱喝咖啡，他每天在办公室只喝绿茶。,王老师平时不爱喝咖啡，他每天在办公室只,王老师每天在办公室只,
T0237,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,19,SVO-HG-019,SVO-CTX-HG-019,1,BA,non-preferred,为了学好汉语，他每天都坚持在练习本上,把汉字写了,为了学好汉语，他每天都坚持在练习本上把汉字写了。,为了学好汉语，他每天都坚持在练习本上,他每天都坚持在练习本上,
T0238,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,19,SVO-HG-019,SVO-CTX-HG-019,2,SVO,preferred,为了学好汉语，他每天都坚持在练习本上,写汉字,为了学好汉语，他每天都坚持在练习本上写汉字。,为了学好汉语，他每天都坚持在练习本上,他每天都坚持在练习本上,
T0239,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,20,SVO-HG-020,SVO-CTX-HG-020,1,BA,non-preferred,经理每天早上到了公司，第一件事就是打开电脑,把邮件查了,经理每天早上到了公司，第一件事就是打开电脑把邮件查了。,经理每天早上到了公司，第一件事就是打开电脑,经理每天早上到了公司第一件事就是打开电脑,
T0240,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,20,SVO-HG-020,SVO-CTX-HG-020,2,SVO,preferred,经理每天早上到了公司，第一件事就是打开电脑,查邮件,经理每天早上到了公司，第一件事就是打开电脑查邮件。,经理每天早上到了公司，第一件事就是打开电脑,经理每天早上到了公司第一件事就是打开电脑,
T0241,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,21,SVO-HG-021,SVO-CTX-HG-021,1,BA,non-preferred,每次坐地铁的时候，为了打发时间，我都会戴上耳机,把音乐听了,每次坐地铁的时候，为了打发时间，我都会戴上耳机把音乐听了。,每次坐地铁的时候，为了打发时间，我都会戴上耳机,我每次坐地铁的时候都会戴上耳机,
T0242,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,21,SVO-HG-021,SVO-CTX-HG-021,2,SVO,preferred,每次坐地铁的时候，为了打发时间，我都会戴上耳机,听音乐,每次坐地铁的时候，为了打发时间，我都会戴上耳机听音乐。,每次坐地铁的时候，为了打发时间，我都会戴上耳机,我每次坐地铁的时候都会戴上耳机,
T0243,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,22,SVO-HG-022,SVO-CTX-HG-022,1,BA,non-preferred,小区里有一位好心的阿姨，每天傍晚都会去花园,把流浪猫喂了,小区里有一位好心的阿姨，每天傍晚都会去花园把流浪猫喂了。,小区里有一位好心的阿姨，每天傍晚都会去花园,那位阿姨每天傍晚都会去花园,
T0244,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,22,SVO-HG-022,SVO-CTX-HG-022,2,SVO,preferred,小区里有一位好心的阿姨，每天傍晚都会去花园,喂流浪猫,小区里有一位好心的阿姨，每天傍晚都会去花园喂流浪猫。,小区里有一位好心的阿姨，每天傍晚都会去花园,那位阿姨每天傍晚都会去花园,
T0245,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,23,SVO-HG-023,SVO-CTX-HG-023,1,BA,non-preferred,这位护士很细心，每天都会按时给每个病人,把体温量了,这位护士很细心，每天都会按时给每个病人把体温量了。,这位护士很细心，每天都会按时给每个病人,这位护士每天都会按时给每个病人,
T0246,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,23,SVO-HG-023,SVO-CTX-HG-023,2,SVO,preferred,这位护士很细心，每天都会按时给每个病人,量体温,这位护士很细心，每天都会按时给每个病人量体温。,这位护士很细心，每天都会按时给每个病人,这位护士每天都会按时给每个病人,
T0247,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,24,SVO-HG-024,SVO-CTX-HG-024,1,BA,non-preferred,他的视力不太好，只要是看书或者看电脑，就一定会,把眼镜戴上,他的视力不太好，只要是看书或者看电脑，就一定会把眼镜戴上。,他的视力不太好，只要是看书或者看电脑，就一定会,他看书或者看电脑时一定会,
T0248,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,24,SVO-HG-024,SVO-CTX-HG-024,2,SVO,preferred,他的视力不太好，只要是看书或者看电脑，就一定会,戴上眼镜,他的视力不太好，只要是看书或者看电脑，就一定会戴上眼镜。,他的视力不太好，只要是看书或者看电脑，就一定会,他看书或者看电脑时一定会,
T0249,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,25,SVO-HG-025,SVO-CTX-HG-025,1,BA,non-preferred,那位经理很有责任心，每天上班第一件事就是在电脑前,把邮件回了,那位经理很有责任心，每天上班第一件事就是在电脑前把邮件回了。,那位经理很有责任心，每天上班第一件事就是在电脑前,那位经理每天上班第一件事就是在电脑前,
T0250,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,25,SVO-HG-025,SVO-CTX-HG-025,2,SVO,preferred,那位经理很有责任心，每天上班第一件事就是在电脑前,回邮件,那位经理很有责任心，每天上班第一件事就是在电脑前回邮件。,那位经理很有责任心，每天上班第一件事就是在电脑前,那位经理每天上班第一件事就是在电脑前,
T0251,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,26,SVO-HG-026,SVO-CTX-HG-026,1,BA,non-preferred,农民伯伯很辛苦，每天天亮就会去地里,把农活干了,农民伯伯很辛苦，每天天亮就会去地里把农活干了。,农民伯伯很辛苦，每天天亮就会去地里,农民伯伯每天天亮就会去地里,
T0252,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,26,SVO-HG-026,SVO-CTX-HG-026,2,SVO,preferred,农民伯伯很辛苦，每天天亮就会去地里,干农活,农民伯伯很辛苦，每天天亮就会去地里干农活。,农民伯伯很辛苦，每天天亮就会去地里,农民伯伯每天天亮就会去地里,
T0253,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,27,SVO-HG-027,SVO-CTX-HG-027,1,BA,non-preferred,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑,把游戏玩了,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑把游戏玩了。,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑,弟弟每天下午做完作业后都会用平板电脑,
T0254,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,27,SVO-HG-027,SVO-CTX-HG-027,2,SVO,preferred,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑,玩游戏,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑玩游戏。,弟弟放暑假了，每天下午做完作业后，他都会用平板电脑,弟弟每天下午做完作业后都会用平板电脑,
T0255,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,28,SVO-HG-028,SVO-CTX-HG-028,1,BA,non-preferred,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前,把动画片看了,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前把动画片看了。,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前,孩子们每天幼儿园放学后都会坐在电视机前,
T0256,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,28,SVO-HG-028,SVO-CTX-HG-028,2,SVO,preferred,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前,看动画片,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前看动画片。,每天幼儿园放学后，孩子们最期待的事情就是坐在电视机前,孩子们每天幼儿园放学后都会坐在电视机前,
T0257,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,29,SVO-HG-029,SVO-CTX-HG-029,1,BA,non-preferred,为了促进消化，她每天吃完午饭半小时后，都会,把酸奶喝了,为了促进消化，她每天吃完午饭半小时后，都会把酸奶喝了。,为了促进消化，她每天吃完午饭半小时后，都会,她每天吃完午饭半小时后都会,
T0258,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,29,SVO-HG-029,SVO-CTX-HG-029,2,SVO,preferred,为了促进消化，她每天吃完午饭半小时后，都会,喝酸奶,为了促进消化，她每天吃完午饭半小时后，都会喝酸奶。,为了促进消化，她每天吃完午饭半小时后，都会,她每天吃完午饭半小时后都会,
T0259,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,30,SVO-HG-030,SVO-CTX-HG-030,1,BA,non-preferred,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里,把面包烤了,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里把面包烤了。,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里,妈妈每个周末的早上都会在厨房里,
T0260,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,30,SVO-HG-030,SVO-CTX-HG-030,2,SVO,preferred,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里,烤面包,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里烤面包。,妈妈对烘焙很感兴趣。每个周末的早上，她都会在厨房里,妈妈每个周末的早上都会在厨房里,
T0261,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,31,SVO-HG-031,SVO-CTX-HG-031,1,BA,non-preferred,每个深夜，我都看见那位年轻作家在电脑前,把小说写了,每个深夜，我都看见那位年轻作家在电脑前把小说写了。,每个深夜，我都看见那位年轻作家在电脑前,那位年轻作家每个深夜都在电脑前,
T0262,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,31,SVO-HG-031,SVO-CTX-HG-031,2,SVO,preferred,每个深夜，我都看见那位年轻作家在电脑前,写小说,每个深夜，我都看见那位年轻作家在电脑前写小说。,每个深夜，我都看见那位年轻作家在电脑前,那位年轻作家每个深夜都在电脑前,
T0263,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,32,SVO-HG-032,SVO-CTX-HG-032,1,BA,non-preferred,每个星期五晚上，她都会去电影院,把新电影看了,每个星期五晚上，她都会去电影院把新电影看了。,每个星期五晚上，她都会去电影院,她每个星期五晚上都会去电影院,
T0264,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,32,SVO-HG-032,SVO-CTX-HG-032,2,SVO,preferred,每个星期五晚上，她都会去电影院,看新电影,每个星期五晚上，她都会去电影院看新电影。,每个星期五晚上，她都会去电影院,她每个星期五晚上都会去电影院,
T0265,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,33,SVO-HG-033,SVO-CTX-HG-033,1,BA,non-preferred,为了保持皮肤健康，她每天都要,把防晒霜涂了,为了保持皮肤健康，她每天都要把防晒霜涂了。,为了保持皮肤健康，她每天都要,她每天都要,
T0266,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,33,SVO-HG-033,SVO-CTX-HG-033,2,SVO,preferred,为了保持皮肤健康，她每天都要,涂防晒霜,为了保持皮肤健康，她每天都要涂防晒霜。,为了保持皮肤健康，她每天都要,她每天都要,
T0267,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,34,SVO-HG-034,SVO-CTX-HG-034,1,BA,non-preferred,临近考试的时候，很多学生都会去图书馆,把功课复习了,临近考试的时候，很多学生都会去图书馆把功课复习了。,临近考试的时候，很多学生都会去图书馆,很多学生临近考试的时候都会去图书馆,
T0268,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,34,SVO-HG-034,SVO-CTX-HG-034,2,SVO,preferred,临近考试的时候，很多学生都会去图书馆,复习功课,临近考试的时候，很多学生都会去图书馆复习功课。,临近考试的时候，很多学生都会去图书馆,很多学生临近考试的时候都会去图书馆,
T0269,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,35,SVO-HG-035,SVO-CTX-HG-035,1,BA,non-preferred,每次去北京出差，他都会抽空去,把北京烤鸭吃了,每次去北京出差，他都会抽空去把北京烤鸭吃了。,每次去北京出差，他都会抽空去,他每次去北京出差都会抽空去,
T0270,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,35,SVO-HG-035,SVO-CTX-HG-035,2,SVO,preferred,每次去北京出差，他都会抽空去,吃北京烤鸭,每次去北京出差，他都会抽空去吃北京烤鸭。,每次去北京出差，他都会抽空去,他每次去北京出差都会抽空去,
T0271,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,36,SVO-HG-036,SVO-CTX-HG-036,1,BA,non-preferred,每天早上起床后，他都会在厨房,把早饭做了,每天早上起床后，他都会在厨房把早饭做了。,每天早上起床后，他都会在厨房,他每天早上起床后都会在厨房,
T0272,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,36,SVO-HG-036,SVO-CTX-HG-036,2,SVO,preferred,每天早上起床后，他都会在厨房,做早饭,每天早上起床后，他都会在厨房做早饭。,每天早上起床后，他都会在厨房,他每天早上起床后都会在厨房,
T0273,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,37,SVO-HG-037,SVO-CTX-HG-037,1,BA,non-preferred,天气热的时候，孩子们总是喜欢去海边,把冰淇淋吃了,天气热的时候，孩子们总是喜欢去海边把冰淇淋吃了。,天气热的时候，孩子们总是喜欢去海边,孩子们天气热的时候总是喜欢去海边,
T0274,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,37,SVO-HG-037,SVO-CTX-HG-037,2,SVO,preferred,天气热的时候，孩子们总是喜欢去海边,吃冰淇淋,天气热的时候，孩子们总是喜欢去海边吃冰淇淋。,天气热的时候，孩子们总是喜欢去海边,孩子们天气热的时候总是喜欢去海边,
T0275,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,38,SVO-HG-038,SVO-CTX-HG-038,1,BA,non-preferred,每次遇到不会的汉字，他都习惯用手机,把字典查了,每次遇到不会的汉字，他都习惯用手机把字典查了。,每次遇到不会的汉字，他都习惯用手机,他每次遇到不会的汉字都习惯用手机,
T0276,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,38,SVO-HG-038,SVO-CTX-HG-038,2,SVO,preferred,每次遇到不会的汉字，他都习惯用手机,查字典,每次遇到不会的汉字，他都习惯用手机查字典。,每次遇到不会的汉字，他都习惯用手机,他每次遇到不会的汉字都习惯用手机,
T0277,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,39,SVO-HG-039,SVO-CTX-HG-039,1,BA,non-preferred,只要是周末，爸爸都会坐在沙发上,把报纸看了,只要是周末，爸爸都会坐在沙发上把报纸看了。,只要是周末，爸爸都会坐在沙发上,爸爸周末都会坐在沙发上,
T0278,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,39,SVO-HG-039,SVO-CTX-HG-039,2,SVO,preferred,只要是周末，爸爸都会坐在沙发上,看报纸,只要是周末，爸爸都会坐在沙发上看报纸。,只要是周末，爸爸都会坐在沙发上,爸爸周末都会坐在沙发上,
T0279,SVO_有语境_200,有语境,SVO-preferred,1,习惯性动作与泛指,40,SVO-HG-040,SVO-CTX-HG-040,1,BA,non-preferred,每天下班回家路上，妈妈都会去菜市场,把菜买了,每天下班回家路上，妈妈都会去菜市场把菜买了。,每天下班回家路上，妈妈都会去菜市场,妈妈每天下班回家路上都会去菜市场,
